"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","HUR","WOMEN","PC_LF","A","2012",9.733334,
"FRA","HUR","WOMEN","PC_LF","A","2013",10.20833,
"FRA","HUR","WOMEN","PC_LF","A","2014",9.975,
"FRA","HUR","WOMEN","PC_LF","A","2015",9.866667,
"FRA","HUR","WOMEN","PC_LF","A","2016",9.85,
"FRA","HUR","WOMEN","PC_LF","A","2017",9.366667,
"FRA","HUR","WOMEN","PC_LF","A","2018",9.041667,
"FRA","HUR","WOMEN","PC_LF","A","2019",8.358334,
"FRA","HUR","WOMEN","PC_LF","A","2020",7.95,
"ITA","HUR","MEN","PC_LF","A","2005",6.258333,
"ITA","HUR","MEN","PC_LF","A","2006",5.525,
"ITA","HUR","MEN","PC_LF","A","2007",4.95,
"ITA","HUR","MEN","PC_LF","A","2008",5.566667,
"ITA","HUR","MEN","PC_LF","A","2009",6.883333,
"ITA","HUR","MEN","PC_LF","A","2010",7.716667,
"ITA","HUR","MEN","PC_LF","A","2011",7.691667,
"ITA","HUR","MEN","PC_LF","A","2012",10.1,
"ITA","HUR","MEN","PC_LF","A","2013",11.725,
"ITA","HUR","MEN","PC_LF","A","2014",12.09167,
"ITA","HUR","MEN","PC_LF","A","2015",11.46667,
"ITA","HUR","MEN","PC_LF","A","2016",10.96667,
"ITA","HUR","MEN","PC_LF","A","2017",10.39167,
"ITA","HUR","MEN","PC_LF","A","2018",9.758333,
"ITA","HUR","MEN","PC_LF","A","2019",9.116667,
"ITA","HUR","MEN","PC_LF","A","2020",8.558333,
"AUT","HUR","WOMEN","PC_LF","A","2005",6.116667,
"AUT","HUR","WOMEN","PC_LF","A","2006",5.883333,
"AUT","HUR","WOMEN","PC_LF","A","2007",5.55,
"AUT","HUR","WOMEN","PC_LF","A","2008",4.625,
"AUT","HUR","WOMEN","PC_LF","A","2009",5.333333,
"AUT","HUR","WOMEN","PC_LF","A","2010",4.85,
"AUT","HUR","WOMEN","PC_LF","A","2011",4.808333,
"AUT","HUR","WOMEN","PC_LF","A","2012",5,
"AUT","HUR","WOMEN","PC_LF","A","2013",5.541667,
"AUT","HUR","WOMEN","PC_LF","A","2014",5.65,
"AUT","HUR","WOMEN","PC_LF","A","2015",5.566667,
"AUT","HUR","WOMEN","PC_LF","A","2016",5.808333,
"AUT","HUR","WOMEN","PC_LF","A","2017",5.283333,
"AUT","HUR","WOMEN","PC_LF","A","2018",4.875,
"AUT","HUR","WOMEN","PC_LF","A","2019",4.566667,
"AUT","HUR","WOMEN","PC_LF","A","2020",5.891667,
"AUS","HUR","MEN","PC_LF","A","2005",4.879681,
"AUS","HUR","MEN","PC_LF","A","2006",4.669972,
"AUS","HUR","MEN","PC_LF","A","2007",4.041836,
"AUS","HUR","MEN","PC_LF","A","2008",3.954261,
"AUS","HUR","MEN","PC_LF","A","2009",5.694293,
"AUS","HUR","MEN","PC_LF","A","2010",5.076458,
"AUS","HUR","MEN","PC_LF","A","2011",4.893791,
"AUS","HUR","MEN","PC_LF","A","2012",5.13732,
"AUS","HUR","MEN","PC_LF","A","2013",5.706582,
"AUS","HUR","MEN","PC_LF","A","2014",5.996284,
"AUS","HUR","MEN","PC_LF","A","2015",6.039518,
"AUS","HUR","MEN","PC_LF","A","2016",5.64994,
"AUS","HUR","MEN","PC_LF","A","2017",5.525619,
"AUS","HUR","MEN","PC_LF","A","2018",5.281892,
"AUS","HUR","MEN","PC_LF","A","2019",5.206507,
"AUS","HUR","MEN","PC_LF","A","2020",6.556235,
"CHE","HUR","MEN","PC_LF","A","2010",4.480014,
"CHE","HUR","MEN","PC_LF","A","2011",4.071872,
"CHE","HUR","MEN","PC_LF","A","2012",4.274872,
"CHE","HUR","MEN","PC_LF","A","2013",4.601809,
"CHE","HUR","MEN","PC_LF","A","2014",4.691212,
"CHE","HUR","MEN","PC_LF","A","2015",4.704126,
"CHE","HUR","MEN","PC_LF","A","2016",4.842568,
"CHE","HUR","MEN","PC_LF","A","2017",4.571538,
"CHE","HUR","MEN","PC_LF","A","2018",4.368545,
"CHE","HUR","MEN","PC_LF","A","2019",4.115638,
"CHE","HUR","MEN","PC_LF","A","2020",4.657479,"B"
"SVK","HUR","MEN","PC_LF","A","2005",15.56667,
"SVK","HUR","MEN","PC_LF","A","2006",12.375,
"SVK","HUR","MEN","PC_LF","A","2007",9.983334,
"SVK","HUR","MEN","PC_LF","A","2008",8.425,"B"
"SVK","HUR","MEN","PC_LF","A","2009",11.24167,
"SVK","HUR","MEN","PC_LF","A","2010",14.03333,
"SVK","HUR","MEN","PC_LF","A","2011",13.40833,
"SVK","HUR","MEN","PC_LF","A","2012",13.25833,
"SVK","HUR","MEN","PC_LF","A","2013",13.7,
"SVK","HUR","MEN","PC_LF","A","2014",12.55833,
"SVK","HUR","MEN","PC_LF","A","2015",10.11667,
"SVK","HUR","MEN","PC_LF","A","2016",8.558333,
"SVK","HUR","MEN","PC_LF","A","2017",7.708333,
"SVK","HUR","MEN","PC_LF","A","2018",5.983333,
"SVK","HUR","MEN","PC_LF","A","2019",5.45,
"SVK","HUR","MEN","PC_LF","A","2020",6.233333,
"JPN","HUR","WOMEN","PC_LF","A","2005",4.225,
"JPN","HUR","WOMEN","PC_LF","A","2006",3.85,
"JPN","HUR","WOMEN","PC_LF","A","2007",3.725,
"JPN","HUR","WOMEN","PC_LF","A","2008",3.85,
"JPN","HUR","WOMEN","PC_LF","A","2009",4.783333,
"JPN","HUR","WOMEN","PC_LF","A","2010",4.583333,
"JPN","HUR","WOMEN","PC_LF","A","2011",4.166667,
"JPN","HUR","WOMEN","PC_LF","A","2012",4.025,
"JPN","HUR","WOMEN","PC_LF","A","2013",3.666667,
"JPN","HUR","WOMEN","PC_LF","A","2014",3.358333,
"JPN","HUR","WOMEN","PC_LF","A","2015",3.091667,
"JPN","HUR","WOMEN","PC_LF","A","2016",2.833333,
"JPN","HUR","WOMEN","PC_LF","A","2017",2.641667,
"JPN","HUR","WOMEN","PC_LF","A","2018",2.241667,
"JPN","HUR","WOMEN","PC_LF","A","2019",2.175,
"JPN","HUR","WOMEN","PC_LF","A","2020",2.516667,
"NOR","HUR","MEN","PC_LF","A","2005",4.691667,"B"
"NOR","HUR","MEN","PC_LF","A","2006",3.558333,
"NOR","HUR","MEN","PC_LF","A","2007",2.683333,
"NOR","HUR","MEN","PC_LF","A","2008",3,
"NOR","HUR","MEN","PC_LF","A","2009",3.841667,
"NOR","HUR","MEN","PC_LF","A","2010",4.508333,
"NOR","HUR","MEN","PC_LF","A","2011",3.7,
"NOR","HUR","MEN","PC_LF","A","2012",3.825,
"NOR","HUR","MEN","PC_LF","A","2013",4.133333,
"NOR","HUR","MEN","PC_LF","A","2014",3.933333,
"NOR","HUR","MEN","PC_LF","A","2015",4.958333,
"NOR","HUR","MEN","PC_LF","A","2016",5.558333,
"NOR","HUR","MEN","PC_LF","A","2017",4.758333,
"NOR","HUR","MEN","PC_LF","A","2018",4.208333,
"NOR","HUR","MEN","PC_LF","A","2019",4.1,
"NOR","HUR","MEN","PC_LF","A","2020",4.941667,
"CZE","HUR","WOMEN","PC_LF","A","2005",9.8,
"CZE","HUR","WOMEN","PC_LF","A","2006",8.833333,
"CZE","HUR","WOMEN","PC_LF","A","2007",6.741667,
"CZE","HUR","WOMEN","PC_LF","A","2008",5.616667,
"CZE","HUR","WOMEN","PC_LF","A","2009",7.733333,
"CZE","HUR","WOMEN","PC_LF","A","2010",8.441667,
"CZE","HUR","WOMEN","PC_LF","A","2011",7.891667,
"CZE","HUR","WOMEN","PC_LF","A","2012",8.208333,
"CZE","HUR","WOMEN","PC_LF","A","2013",8.3,
"CZE","HUR","WOMEN","PC_LF","A","2014",7.408333,
"CZE","HUR","WOMEN","PC_LF","A","2015",6.083333,
"CZE","HUR","WOMEN","PC_LF","A","2016",4.683333,
"CZE","HUR","WOMEN","PC_LF","A","2017",3.591667,
"CZE","HUR","WOMEN","PC_LF","A","2018",2.808333,
"CZE","HUR","WOMEN","PC_LF","A","2019",2.375,
"CZE","HUR","WOMEN","PC_LF","A","2020",2.958333,
"ISR","HUR","WOMEN","PC_LF","A","2005",9.526857,
"ISR","HUR","WOMEN","PC_LF","A","2006",8.990445,
"ISR","HUR","WOMEN","PC_LF","A","2007",7.944839,
"ISR","HUR","WOMEN","PC_LF","A","2008",6.503122,
"ISR","HUR","WOMEN","PC_LF","A","2009",7.538583,
"ISR","HUR","WOMEN","PC_LF","A","2010",6.493265,
"ISR","HUR","WOMEN","PC_LF","A","2011",5.618898,"B"
"ISR","HUR","WOMEN","PC_LF","A","2012",6.958333,
"ISR","HUR","WOMEN","PC_LF","A","2013",6.258333,
"ISR","HUR","WOMEN","PC_LF","A","2014",5.916667,
"ISR","HUR","WOMEN","PC_LF","A","2015",5.391667,
"ISR","HUR","WOMEN","PC_LF","A","2016",4.933333,
"ISR","HUR","WOMEN","PC_LF","A","2017",4.316667,
"ISR","HUR","WOMEN","PC_LF","A","2018",3.958333,
"ISR","HUR","WOMEN","PC_LF","A","2019",3.908333,
"ISR","HUR","WOMEN","PC_LF","A","2020",4.116667,
"CHL","HUR","WOMEN","PC_LF","A","2005",10.59,
"CHL","HUR","WOMEN","PC_LF","A","2006",9.4925,
"CHL","HUR","WOMEN","PC_LF","A","2007",8.605,
"CHL","HUR","WOMEN","PC_LF","A","2008",9.51,
"CHL","HUR","WOMEN","PC_LF","A","2009",10.7,
"CHL","HUR","WOMEN","PC_LF","A","2010",9.65,
"CHL","HUR","WOMEN","PC_LF","A","2011",8.675,
"CHL","HUR","WOMEN","PC_LF","A","2012",8.011866,
"CHL","HUR","WOMEN","PC_LF","A","2013",7.052308,
"CHL","HUR","WOMEN","PC_LF","A","2014",7.069492,
"CHL","HUR","WOMEN","PC_LF","A","2015",7.026814,
"CHL","HUR","WOMEN","PC_LF","A","2016",7.227154,
"CHL","HUR","WOMEN","PC_LF","A","2017",7.550926,
"CHL","HUR","WOMEN","PC_LF","A","2018",8.253469,
"CHL","HUR","WOMEN","PC_LF","A","2019",7.960304,
"CHL","HUR","WOMEN","PC_LF","A","2020",10.98548,
"MEX","HUR","WOMEN","PC_LF","A","2005",3.959703,
"MEX","HUR","WOMEN","PC_LF","A","2006",3.894676,
"MEX","HUR","WOMEN","PC_LF","A","2007",4.127341,
"MEX","HUR","WOMEN","PC_LF","A","2008",4.139741,
"MEX","HUR","WOMEN","PC_LF","A","2009",5.478209,
"MEX","HUR","WOMEN","PC_LF","A","2010",5.268552,
"MEX","HUR","WOMEN","PC_LF","A","2011",5.262735,
"MEX","HUR","WOMEN","PC_LF","A","2012",4.983295,
"MEX","HUR","WOMEN","PC_LF","A","2013",5.011517,
"MEX","HUR","WOMEN","PC_LF","A","2014",4.858718,
"MEX","HUR","WOMEN","PC_LF","A","2015",4.531106,
"MEX","HUR","WOMEN","PC_LF","A","2016",3.949706,
"MEX","HUR","WOMEN","PC_LF","A","2017",3.612637,
"MEX","HUR","WOMEN","PC_LF","A","2018",3.446678,
"MEX","HUR","WOMEN","PC_LF","A","2019",3.554591,
"MEX","HUR","WOMEN","PC_LF","A","2020",4.193911,"B"
"ISR","HUR","MEN","PC_LF","A","2005",8.522532,
"ISR","HUR","MEN","PC_LF","A","2006",7.894873,
"ISR","HUR","MEN","PC_LF","A","2007",6.774822,
"ISR","HUR","MEN","PC_LF","A","2008",5.746941,
"ISR","HUR","MEN","PC_LF","A","2009",7.549529,
"ISR","HUR","MEN","PC_LF","A","2010",6.764515,
"ISR","HUR","MEN","PC_LF","A","2011",5.589631,"B"
"ISR","HUR","MEN","PC_LF","A","2012",6.75,
"ISR","HUR","MEN","PC_LF","A","2013",6.191667,
"ISR","HUR","MEN","PC_LF","A","2014",5.858333,
"ISR","HUR","MEN","PC_LF","A","2015",5.116667,
"ISR","HUR","MEN","PC_LF","A","2016",4.658333,
"ISR","HUR","MEN","PC_LF","A","2017",4.125,
"ISR","HUR","MEN","PC_LF","A","2018",4.041667,
"ISR","HUR","MEN","PC_LF","A","2019",3.691667,
"ISR","HUR","MEN","PC_LF","A","2020",4.525,
"HUN","HUR","MEN","PC_LF","A","2005",6.975,
"HUN","HUR","MEN","PC_LF","A","2006",7.175,
"HUN","HUR","MEN","PC_LF","A","2007",7.141667,
"HUN","HUR","MEN","PC_LF","A","2008",7.616667,"B"
"HUN","HUR","MEN","PC_LF","A","2009",10.26667,
"HUN","HUR","MEN","PC_LF","A","2010",11.60833,
"HUN","HUR","MEN","PC_LF","A","2011",11.04167,
"HUN","HUR","MEN","PC_LF","A","2012",11.35,
"HUN","HUR","MEN","PC_LF","A","2013",10.225,
"HUN","HUR","MEN","PC_LF","A","2014",7.575,
"HUN","HUR","MEN","PC_LF","A","2015",6.616667,
"HUN","HUR","MEN","PC_LF","A","2016",5.116667,
"HUN","HUR","MEN","PC_LF","A","2017",3.816667,
"HUN","HUR","MEN","PC_LF","A","2018",3.483333,
"HUN","HUR","MEN","PC_LF","A","2019",3.35,
"HUN","HUR","MEN","PC_LF","A","2020",4.05,
"FRA","HUR","MEN","PC_LF","A","2005",8.2,
"FRA","HUR","MEN","PC_LF","A","2006",8.258333,
"FRA","HUR","MEN","PC_LF","A","2007",7.633333,
"FRA","HUR","MEN","PC_LF","A","2008",7.075,
"FRA","HUR","MEN","PC_LF","A","2009",9.016666,
"FRA","HUR","MEN","PC_LF","A","2010",9.075,
"FRA","HUR","MEN","PC_LF","A","2011",8.925,
"FRA","HUR","MEN","PC_LF","A","2012",9.791667,
"FRA","HUR","MEN","PC_LF","A","2013",10.40833,
"FRA","HUR","MEN","PC_LF","A","2014",10.53333,
"FRA","HUR","MEN","PC_LF","A","2015",10.775,
"FRA","HUR","MEN","PC_LF","A","2016",10.25833,
"FRA","HUR","MEN","PC_LF","A","2017",9.483334,
"FRA","HUR","MEN","PC_LF","A","2018",9,
"FRA","HUR","MEN","PC_LF","A","2019",8.491667,
"FRA","HUR","MEN","PC_LF","A","2020",8.108334,
"SVK","HUR","WOMEN","PC_LF","A","2005",17.35,
"SVK","HUR","WOMEN","PC_LF","A","2006",14.85833,
"SVK","HUR","WOMEN","PC_LF","A","2007",12.76667,
"SVK","HUR","WOMEN","PC_LF","A","2008",11,"B"
"SVK","HUR","WOMEN","PC_LF","A","2009",13.05833,
"SVK","HUR","WOMEN","PC_LF","A","2010",14.86667,
"SVK","HUR","WOMEN","PC_LF","A","2011",13.86667,
"SVK","HUR","WOMEN","PC_LF","A","2012",14.65833,
"SVK","HUR","WOMEN","PC_LF","A","2013",14.65,
"SVK","HUR","WOMEN","PC_LF","A","2014",13.75,
"SVK","HUR","WOMEN","PC_LF","A","2015",13,
"SVK","HUR","WOMEN","PC_LF","A","2016",10.85833,
"SVK","HUR","WOMEN","PC_LF","A","2017",8.5,
"SVK","HUR","WOMEN","PC_LF","A","2018",7.1,
"SVK","HUR","WOMEN","PC_LF","A","2019",6.008333,
"SVK","HUR","WOMEN","PC_LF","A","2020",7.133333,
"COL","HUR","MEN","PC_LF","A","2007",8.848333,
"COL","HUR","MEN","PC_LF","A","2008",9.013333,
"COL","HUR","MEN","PC_LF","A","2009",9.541667,
"COL","HUR","MEN","PC_LF","A","2010",9.165,
"COL","HUR","MEN","PC_LF","A","2011",8.365833,
"COL","HUR","MEN","PC_LF","A","2012",8.0025,
"COL","HUR","MEN","PC_LF","A","2013",7.49,
"COL","HUR","MEN","PC_LF","A","2014",7.1125,
"COL","HUR","MEN","PC_LF","A","2015",6.81,
"COL","HUR","MEN","PC_LF","A","2016",7.133333,
"COL","HUR","MEN","PC_LF","A","2017",7.1575,
"COL","HUR","MEN","PC_LF","A","2018",7.3875,
"COL","HUR","MEN","PC_LF","A","2019",8.120833,
"COL","HUR","MEN","PC_LF","A","2020",12.80333,
"GRC","HUR","MEN","PC_LF","A","2005",6.225,
"GRC","HUR","MEN","PC_LF","A","2006",5.708333,
"GRC","HUR","MEN","PC_LF","A","2007",5.258333,
"GRC","HUR","MEN","PC_LF","A","2008",5.15,
"GRC","HUR","MEN","PC_LF","A","2009",7.066667,
"GRC","HUR","MEN","PC_LF","A","2010",10.20833,
"GRC","HUR","MEN","PC_LF","A","2011",15.34167,
"GRC","HUR","MEN","PC_LF","A","2012",21.91667,
"GRC","HUR","MEN","PC_LF","A","2013",24.825,
"GRC","HUR","MEN","PC_LF","A","2014",23.70833,
"GRC","HUR","MEN","PC_LF","A","2015",21.775,
"GRC","HUR","MEN","PC_LF","A","2016",20.18333,
"GRC","HUR","MEN","PC_LF","A","2017",18.19167,
"GRC","HUR","MEN","PC_LF","A","2018",15.79167,
"GRC","HUR","MEN","PC_LF","A","2019",14.36667,
"GRC","HUR","MEN","PC_LF","A","2020",14.58333,
"OECD","HUR","MEN","PC_LF","A","2005",6.511816,"E"
"OECD","HUR","MEN","PC_LF","A","2006",6.004362,"E"
"OECD","HUR","MEN","PC_LF","A","2007",5.570141,"E"
"OECD","HUR","MEN","PC_LF","A","2008",6.025306,"E"
"OECD","HUR","MEN","PC_LF","A","2009",8.516372,"E"
"OECD","HUR","MEN","PC_LF","A","2010",8.626758,"E"
"OECD","HUR","MEN","PC_LF","A","2011",8.016576,"E"
"OECD","HUR","MEN","PC_LF","A","2012",7.933011,"E"
"OECD","HUR","MEN","PC_LF","A","2013",7.880174,"E"
"OECD","HUR","MEN","PC_LF","A","2014",7.296496,"E"
"OECD","HUR","MEN","PC_LF","A","2015",6.734294,"E"
"OECD","HUR","MEN","PC_LF","A","2016",6.301648,"E"
"OECD","HUR","MEN","PC_LF","A","2017",5.731052,"E"
"OECD","HUR","MEN","PC_LF","A","2018",5.30257,"E"
"OECD","HUR","MEN","PC_LF","A","2019",5.27391,"E"
"OECD","HUR","MEN","PC_LF","A","2020",6.938664,"E"
"LUX","HUR","WOMEN","PC_LF","A","2005",6.075,
"LUX","HUR","WOMEN","PC_LF","A","2006",5.925,
"LUX","HUR","WOMEN","PC_LF","A","2007",5.125,
"LUX","HUR","WOMEN","PC_LF","A","2008",5.916667,
"LUX","HUR","WOMEN","PC_LF","A","2009",5.891667,
"LUX","HUR","WOMEN","PC_LF","A","2010",5.508333,
"LUX","HUR","WOMEN","PC_LF","A","2011",6.008333,
"LUX","HUR","WOMEN","PC_LF","A","2012",5.775,
"LUX","HUR","WOMEN","PC_LF","A","2013",6.191667,
"LUX","HUR","WOMEN","PC_LF","A","2014",6.358333,
"LUX","HUR","WOMEN","PC_LF","A","2015",7.133333,
"LUX","HUR","WOMEN","PC_LF","A","2016",6.558333,
"LUX","HUR","WOMEN","PC_LF","A","2017",5.625,
"LUX","HUR","WOMEN","PC_LF","A","2018",5.708333,
"LUX","HUR","WOMEN","PC_LF","A","2019",5.55,
"LUX","HUR","WOMEN","PC_LF","A","2020",6.841667,
"HUN","HUR","WOMEN","PC_LF","A","2005",7.433333,
"HUN","HUR","WOMEN","PC_LF","A","2006",7.808333,
"HUN","HUR","WOMEN","PC_LF","A","2007",7.675,
"HUN","HUR","WOMEN","PC_LF","A","2008",8.008333,"B"
"HUN","HUR","WOMEN","PC_LF","A","2009",9.041667,
"HUN","HUR","WOMEN","PC_LF","A","2010",9.941667,
"HUN","HUR","WOMEN","PC_LF","A","2011",10.23333,
"HUN","HUR","WOMEN","PC_LF","A","2012",9.933333,
"HUN","HUR","WOMEN","PC_LF","A","2013",9.458333,
"HUN","HUR","WOMEN","PC_LF","A","2014",7.458333,
"HUN","HUR","WOMEN","PC_LF","A","2015",6.633333,
"HUN","HUR","WOMEN","PC_LF","A","2016",4.8,
"HUN","HUR","WOMEN","PC_LF","A","2017",4.316667,
"HUN","HUR","WOMEN","PC_LF","A","2018",3.725,
"HUN","HUR","WOMEN","PC_LF","A","2019",3.266667,
"HUN","HUR","WOMEN","PC_LF","A","2020",4.183333,
"NZL","HUR","WOMEN","PC_LF","A","2005",4.15,
"NZL","HUR","WOMEN","PC_LF","A","2006",4.2,
"NZL","HUR","WOMEN","PC_LF","A","2007",3.9,
"NZL","HUR","WOMEN","PC_LF","A","2008",4.125,
"NZL","HUR","WOMEN","PC_LF","A","2009",5.8,
"NZL","HUR","WOMEN","PC_LF","A","2010",6.5,
"NZL","HUR","WOMEN","PC_LF","A","2011",6.2,
"NZL","HUR","WOMEN","PC_LF","A","2012",6.775,
"NZL","HUR","WOMEN","PC_LF","A","2013",6.4,
"NZL","HUR","WOMEN","PC_LF","A","2014",6.125,
"NZL","HUR","WOMEN","PC_LF","A","2015",5.9,
"NZL","HUR","WOMEN","PC_LF","A","2016",5.525,
"NZL","HUR","WOMEN","PC_LF","A","2017",5.25,
"NZL","HUR","WOMEN","PC_LF","A","2018",4.5,
"NZL","HUR","WOMEN","PC_LF","A","2019",4.425,
"NZL","HUR","WOMEN","PC_LF","A","2020",4.975,
"OECD","HUR","WOMEN","PC_LF","A","2005",7.30462,"E"
"OECD","HUR","WOMEN","PC_LF","A","2006",6.776723,"E"
"OECD","HUR","WOMEN","PC_LF","A","2007",6.206762,"E"
"OECD","HUR","WOMEN","PC_LF","A","2008",6.375279,"E"
"OECD","HUR","WOMEN","PC_LF","A","2009",8.0165,"E"
"OECD","HUR","WOMEN","PC_LF","A","2010",8.376386,"E"
"OECD","HUR","WOMEN","PC_LF","A","2011",8.233555,"E"
"OECD","HUR","WOMEN","PC_LF","A","2012",8.305096,"E"
"OECD","HUR","WOMEN","PC_LF","A","2013",8.160708,"E"
"OECD","HUR","WOMEN","PC_LF","A","2014",7.660164,"E"
"OECD","HUR","WOMEN","PC_LF","A","2015",7.088289,"E"
"OECD","HUR","WOMEN","PC_LF","A","2016",6.682487,"E"
"OECD","HUR","WOMEN","PC_LF","A","2017",6.199834,"E"
"OECD","HUR","WOMEN","PC_LF","A","2018",5.733814,"E"
"OECD","HUR","WOMEN","PC_LF","A","2019",5.598405,"E"
"OECD","HUR","WOMEN","PC_LF","A","2020",7.438018,"E"
"USA","HUR","WOMEN","PC_LF","A","2005",5.083333,
"USA","HUR","WOMEN","PC_LF","A","2006",4.633333,
"USA","HUR","WOMEN","PC_LF","A","2007",4.5,
"USA","HUR","WOMEN","PC_LF","A","2008",5.408333,
"USA","HUR","WOMEN","PC_LF","A","2009",8.058333,
"USA","HUR","WOMEN","PC_LF","A","2010",8.616667,
"USA","HUR","WOMEN","PC_LF","A","2011",8.466666,
"USA","HUR","WOMEN","PC_LF","A","2012",7.891667,
"USA","HUR","WOMEN","PC_LF","A","2013",7.083333,
"USA","HUR","WOMEN","PC_LF","A","2014",6.05,
"USA","HUR","WOMEN","PC_LF","A","2015",5.175,
"USA","HUR","WOMEN","PC_LF","A","2016",4.791667,
"USA","HUR","WOMEN","PC_LF","A","2017",4.316667,
"USA","HUR","WOMEN","PC_LF","A","2018",3.833333,
"USA","HUR","WOMEN","PC_LF","A","2019",3.616667,
"USA","HUR","WOMEN","PC_LF","A","2020",8.383333,
"LTU","HUR","MEN","PC_LF","A","2005",8.125,
"LTU","HUR","MEN","PC_LF","A","2006",5.941667,
"LTU","HUR","MEN","PC_LF","A","2007",4.2,
"LTU","HUR","MEN","PC_LF","A","2008",6.025,
"LTU","HUR","MEN","PC_LF","A","2009",17.10833,
"LTU","HUR","MEN","PC_LF","A","2010",21.25,
"LTU","HUR","MEN","PC_LF","A","2011",17.9,
"LTU","HUR","MEN","PC_LF","A","2012",15.23333,
"LTU","HUR","MEN","PC_LF","A","2013",13.125,
"LTU","HUR","MEN","PC_LF","A","2014",12.23333,
"LTU","HUR","MEN","PC_LF","A","2015",10.11667,
"LTU","HUR","MEN","PC_LF","A","2016",9.125,
"LTU","HUR","MEN","PC_LF","A","2017",8.541667,
"LTU","HUR","MEN","PC_LF","A","2018",6.925,
"LTU","HUR","MEN","PC_LF","A","2019",7.058333,
"LTU","HUR","MEN","PC_LF","A","2020",9.325,
"CAN","HUR","MEN","PC_LF","A","2005",7.016667,
"CAN","HUR","MEN","PC_LF","A","2006",6.558333,
"CAN","HUR","MEN","PC_LF","A","2007",6.391667,
"CAN","HUR","MEN","PC_LF","A","2008",6.608333,
"CAN","HUR","MEN","PC_LF","A","2009",9.516666,
"CAN","HUR","MEN","PC_LF","A","2010",8.808333,
"CAN","HUR","MEN","PC_LF","A","2011",7.983333,
"CAN","HUR","MEN","PC_LF","A","2012",7.733333,
"CAN","HUR","MEN","PC_LF","A","2013",7.541667,
"CAN","HUR","MEN","PC_LF","A","2014",7.408333,
"CAN","HUR","MEN","PC_LF","A","2015",7.5,
"CAN","HUR","MEN","PC_LF","A","2016",7.733333,
"CAN","HUR","MEN","PC_LF","A","2017",6.825,
"CAN","HUR","MEN","PC_LF","A","2018",6.183333,
"CAN","HUR","MEN","PC_LF","A","2019",6.116667,
"CAN","HUR","MEN","PC_LF","A","2020",9.641666,
"LVA","HUR","WOMEN","PC_LF","A","2005",9.991667,
"LVA","HUR","WOMEN","PC_LF","A","2006",6.741667,
"LVA","HUR","WOMEN","PC_LF","A","2007",5.575,
"LVA","HUR","WOMEN","PC_LF","A","2008",7.066667,
"LVA","HUR","WOMEN","PC_LF","A","2009",14.2,
"LVA","HUR","WOMEN","PC_LF","A","2010",16.33333,
"LVA","HUR","WOMEN","PC_LF","A","2011",13.8,
"LVA","HUR","WOMEN","PC_LF","A","2012",13.95,
"LVA","HUR","WOMEN","PC_LF","A","2013",11.15,
"LVA","HUR","WOMEN","PC_LF","A","2014",9.841666,
"LVA","HUR","WOMEN","PC_LF","A","2015",8.633333,
"LVA","HUR","WOMEN","PC_LF","A","2016",8.408334,
"LVA","HUR","WOMEN","PC_LF","A","2017",7.675,
"LVA","HUR","WOMEN","PC_LF","A","2018",6.433333,
"LVA","HUR","WOMEN","PC_LF","A","2019",5.441667,
"LVA","HUR","WOMEN","PC_LF","A","2020",7.066667,
"COL","HUR","WOMEN","PC_LF","A","2007",14.86583,
"COL","HUR","WOMEN","PC_LF","A","2008",14.82667,
"COL","HUR","WOMEN","PC_LF","A","2009",15.93667,
"COL","HUR","WOMEN","PC_LF","A","2010",15.74833,
"COL","HUR","WOMEN","PC_LF","A","2011",14.51083,
"COL","HUR","WOMEN","PC_LF","A","2012",13.78333,
"COL","HUR","WOMEN","PC_LF","A","2013",12.70083,
"COL","HUR","WOMEN","PC_LF","A","2014",11.94917,
"COL","HUR","WOMEN","PC_LF","A","2015",11.72583,
"COL","HUR","WOMEN","PC_LF","A","2016",11.93083,
"COL","HUR","WOMEN","PC_LF","A","2017",12.05083,
"COL","HUR","WOMEN","PC_LF","A","2018",12.31083,
"COL","HUR","WOMEN","PC_LF","A","2019",13.3,
"COL","HUR","WOMEN","PC_LF","A","2020",20.065,
"SWE","HUR","MEN","PC_LF","A","2005",7.841667,"B"
"SWE","HUR","MEN","PC_LF","A","2006",7.091667,
"SWE","HUR","MEN","PC_LF","A","2007",6.05,
"SWE","HUR","MEN","PC_LF","A","2008",6.058333,
"SWE","HUR","MEN","PC_LF","A","2009",8.808333,
"SWE","HUR","MEN","PC_LF","A","2010",8.85,
"SWE","HUR","MEN","PC_LF","A","2011",7.983333,
"SWE","HUR","MEN","PC_LF","A","2012",8.375,
"SWE","HUR","MEN","PC_LF","A","2013",8.383333,
"SWE","HUR","MEN","PC_LF","A","2014",8.333333,
"SWE","HUR","MEN","PC_LF","A","2015",7.733333,
"SWE","HUR","MEN","PC_LF","A","2016",7.491667,
"SWE","HUR","MEN","PC_LF","A","2017",7.108333,
"SWE","HUR","MEN","PC_LF","A","2018",6.675,"B"
"SWE","HUR","MEN","PC_LF","A","2019",6.858333,
"SWE","HUR","MEN","PC_LF","A","2020",8.541667,
"EST","HUR","MEN","PC_LF","A","2005",8.983334,
"EST","HUR","MEN","PC_LF","A","2006",6.3,
"EST","HUR","MEN","PC_LF","A","2007",5.3,
